rank,scholar_result_id,title,result_url,pdf_url,authors_source,year,snippet,cited_by_count,cited_by_url,versions_count,versions_url,related_url,source_page_start,source_page_url
191,f8rsEqDl738J,MapleGrasp: Mask-guided Feature Pooling for Language-driven Efficient Robotic Grasping,https://openaccess.thecvf.com/content/WACV2026/html/Bhat_MapleGrasp_Mask-guided_Feature_Pooling_for_Language-driven_Efficient_Robotic_Grasping_WACV_2026_paper.html,https://openaccess.thecvf.com/content/WACV2026/papers/Bhat_MapleGrasp_Mask-guided_Feature_Pooling_for_Language-driven_Efficient_Robotic_Grasping_WACV_2026_paper.pdf,"V Bhat, N Patel, P Krishnamurthy… - Proceedings of the …, 2026 - openaccess.thecvf.com",2026,Robotic manipulation of unseen objects via natural language commands remains challenging. Language driven robotic grasping (LDRG) predicts stable grasp poses from …,,,2,"https://scholar.google.com/scholar?cluster=9218839437925730943&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:f8rsEqDl738J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
192,G7rZzn5rnaYJ,AnoleVLA: Lightweight Vision-Language-Action Model with Deep State Space Models for Mobile Manipulation,https://arxiv.org/abs/2603.15046,https://arxiv.org/pdf/2603.15046,"Y Takagi, M Kambara, D Yashima, K Seno… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"In this study, we address the problem of language-guided robotic manipulation, where a robot is required to manipulate a wide range of objects based on visual observations and …",1,"https://scholar.google.com/scholar?cites=12005870374020037147&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12005870374020037147&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:G7rZzn5rnaYJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
193,n2liqfQRtBQJ,FASTER: Rethinking Real-Time Flow VLAs,https://arxiv.org/abs/2603.19199,https://arxiv.org/pdf/2603.19199,"Y Lu, Z Liu, X Fan, Z Yang, J Hou, J Li, K Ding… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,Real-time execution is crucial for deploying Vision-Language-Action (VLA) models in the physical world. Existing asynchronous inference methods primarily optimize trajectory …,1,"https://scholar.google.com/scholar?cites=1491837119077968287&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:n2liqfQRtBQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
194,WWWlAgZPv_0J,Growing with your embodied agent: A human-in-the-loop lifelong code generation framework for long-horizon manipulation skills,https://arxiv.org/abs/2509.18597,https://arxiv.org/pdf/2509.18597,"Y Meng, Z Sun, M Fest, X Li, Z Bing, A Knoll - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Large language models (LLMs)-based code generation for robotic manipulation has recently shown promise by directly translating human instructions into executable code, but …",3,"https://scholar.google.com/scholar?cites=18284419899380295001&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=18284419899380295001&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:WWWlAgZPv_0J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
195,MdG58dM7d-sJ,A survey of robotic manipulation: From bottom-up approaches to end-to-end paradigms with LLMs,https://www.sciencedirect.com/science/article/pii/S0925231226003188,"https://scholar.google.com/scholar?output=instlink&q=info:MdG58dM7d-sJ:scholar.google.com/&hl=ko&as_sdt=2005&sciodt=0,5&scillfp=8670270778540598427&oi=lle","K Peng, Q Li, Z He, B Zhang, X Fu, B Li, X Wang… - Neurocomputing, 2026 - Elsevier",2026,"Robotic manipulation enables robots to interact with and adapt to their environments, making it crucial for real-world intelligent applications. Recent advancements in Large …",1,"https://scholar.google.com/scholar?cites=16967095902621258033&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:MdG58dM7d-sJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
196,FVOqxYn657gJ,Neural Implicit Action Fields: From Discrete Waypoints to Continuous Functions for Vision-Language-Action Models,https://arxiv.org/abs/2603.01766,https://arxiv.org/pdf/2603.01766,"H Liu, J Zhao, X Chang, T Shi, C Meng, J Tan… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Despite the rapid progress of Vision-Language-Action (VLA) models, the prevailing paradigm of predicting discrete waypoints remains fundamentally misaligned with the …",1,"https://scholar.google.com/scholar?cites=13323893492232639253&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=13323893492232639253&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:FVOqxYn657gJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
197,r8J7eL3Cd3wJ,Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,https://arxiv.org/abs/2603.06001,https://arxiv.org/pdf/2603.06001,"N Zhang, B Zhu, S Zhou, J Chen - arXiv preprint arXiv:2603.06001, 2026 - arxiv.org",2026,Vision-Language-Action (VLA) models enable robots to perform manipulation tasks directly from natural language instructions and are increasingly viewed as a foundation for …,1,"https://scholar.google.com/scholar?cites=8968851301957616303&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=8968851301957616303&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:r8J7eL3Cd3wJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
198,cK3RdM23misJ,ABPolicy: Asynchronous B-Spline Flow Policy for Real-Time and Smooth Robotic Manipulation,https://arxiv.org/abs/2602.23901,https://arxiv.org/pdf/2602.23901,"F Yang, P Jing, K Qu, N Zhao, Y Su - arXiv preprint arXiv:2602.23901, 2026 - arxiv.org",2026,"Robotic manipulation requires policies that are smooth and responsive to evolving observations. However, synchronous inference in the raw action space introduces several …",1,"https://scholar.google.com/scholar?cites=3142025783100419440&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=3142025783100419440&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:cK3RdM23misJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
199,e6w8o8F31akJ,Object-centric mobile manipulation through sam2-guided perception and imitation learning,https://arxiv.org/abs/2507.10899,https://arxiv.org/pdf/2507.10899,"W Zhicheng, S Yagi, S Yamamori… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Imitation learning for mobile manipulation is a key challenge in the field of robotic manipulation. However, current mobile manipulation frameworks typically decouple …",2,"https://scholar.google.com/scholar?cites=12237819236000246907&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=12237819236000246907&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:e6w8o8F31akJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
200,5QkFGmKoJ58J,"Omnisat: Compact action token, faster auto regression",https://arxiv.org/abs/2510.09667,https://arxiv.org/pdf/2510.09667,"H Lyu, C Chen, S Xie, P Wang, X Chen… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Existing Vision-Language-Action (VLA) models can be broadly categorized into diffusion- based and auto-regressive (AR) approaches: diffusion models capture continuous action …,2,"https://scholar.google.com/scholar?cites=11468320115419056613&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=11468320115419056613&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:5QkFGmKoJ58J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",190,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=190
201,B0Gg2LgppmsJ,Habilis-: A Fast-Motion and Long-Lasting On-Device Vision-Language-Action Model,https://arxiv.org/abs/2602.18813,https://arxiv.org/pdf/2602.18813,"T Robotics, J Kang, T Park, J An, SM Kimm… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"We introduce Habilis-$\beta $, a fast-motion and long-lasting on-device vision-language- action (VLA) model designed for real-world deployment. Current VLA evaluation remains …",1,"https://scholar.google.com/scholar?cites=7756933282077360391&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=7756933282077360391&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:B0Gg2LgppmsJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
202,EXrkEcp9814J,Stable Language Guidance for Vision-Language-Action Models,https://arxiv.org/abs/2601.04052,https://arxiv.org/pdf/2601.04052,"Z Zhan, Y Chen, J Zhou, Q Lv, H Liu, K Wang… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have demonstrated impressive capabilities in generalized robotic control; however, they remain notoriously brittle to linguistic …",7,"https://scholar.google.com/scholar?cites=6841950565742967313&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6841950565742967313&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:EXrkEcp9814J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
203,2ngiWRR2nRUJ,Exploring the Robustness of Vision-Language-Action Models against Sensor Attacks,https://dl.acm.org/doi/abs/10.1145/3733800.3763262,https://dl.acm.org/doi/pdf/10.1145/3733800.3763262,"X Lu, J Chen, S Xiao, Z Jin, R Zhou, X Ji… - Proceedings of the 2025 …, 2025 - dl.acm.org",2025,The Vision-Language-Action (VLA) models enhance the ability of robots to perform complex tasks and are widely considered a promising pathway toward achieving Artificial General …,2,"https://scholar.google.com/scholar?cites=1557530875906914522&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=1557530875906914522&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:2ngiWRR2nRUJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
204,Bak6MUWhpvAJ,NanoVLA: Routing Decoupled Vision-Language Understanding for Nano-sized Generalist Robotic Policies,https://arxiv.org/abs/2510.25122,https://arxiv.org/pdf/2510.25122,"J Chen, J Wang, L Chen, C Cai, J Lu - arXiv preprint arXiv:2510.25122, 2025 - arxiv.org",2025,"Vision-language-action (VLA) models have significantly advanced robotic manipulation by integrating vision-language models (VLMs), and action decoders into a unified architecture …",5,"https://scholar.google.com/scholar?cites=17340724733787416837&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=17340724733787416837&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Bak6MUWhpvAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
205,hg5OWxSGeuYJ,Human centric general physical intelligence for agile manufacturing automation,https://www.sciencedirect.com/science/article/pii/S1474034626002077,https://arxiv.org/pdf/2508.11960,"S Kanta, M Tavassoli, VT Chirkuri, VA Kumar… - Advanced Engineering …, 2026 - Elsevier",2026,Agile human-centric manufacturing increasingly requires resilient robotic solutions that are capable of safe and productive interactions within unstructured environments of modern …,,,,,"https://scholar.google.com/scholar?q=related:hg5OWxSGeuYJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
206,nsOGvc4IY-kJ,"Mimic Intent, Not Just Trajectories",https://arxiv.org/abs/2602.08602,https://arxiv.org/pdf/2602.08602,"R Huang, C Zeng, W Tang, J Cai, C Lu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"While imitation learning (IL) has achieved impressive success in dexterous manipulation through generative modeling and pretraining, state-of-the-art approaches like Vision …",1,"https://scholar.google.com/scholar?cites=16817295117567574942&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=16817295117567574942&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:nsOGvc4IY-kJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
207,E9QBWQgvD4gJ,"Open-Loop Planning, Closed-Loop Verification: Speculative Verification for VLA",https://arxiv.org/abs/2604.02965,https://arxiv.org/pdf/2604.02965,"Z Wang, Z Lin, R Li, Y Zhang, X Yang, S Mi… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models, as large foundation models for embodied control, have shown strong performance in manipulation tasks. However, their performance comes …",1,"https://scholar.google.com/scholar?cites=9804106626708395027&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9804106626708395027&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:E9QBWQgvD4gJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
208,L7APHbMhIlcJ,RT-Cache: Training-Free Retrieval for Real-Time Manipulation,https://ieeexplore.ieee.org/abstract/document/11203198/,https://ieeexplore.ieee.org/iel8/11202977/11203009/11203198.pdf,"O Kwon, A George, A Bartsch… - 2025 IEEE-RAS 24th …, 2025 - ieeexplore.ieee.org",2025,"Real robots are expected to repeat the same behavior in new environments with very little new data, yet modern controllers either incur heavy per-step inference or require …",1,"https://scholar.google.com/scholar?cites=6278617883678322735&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=6278617883678322735&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:L7APHbMhIlcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
209,N1KJgNPiA_UJ,SVA: Towards Speech-Enabled Vision-Language-Action Model,https://www.sciencedirect.com/science/article/pii/S003132032501578X,"https://scholar.google.com/scholar?output=instlink&q=info:N1KJgNPiA_UJ:scholar.google.com/&hl=ko&as_sdt=2005&sciodt=0,5&scillfp=14990437867481589004&oi=lle","L Li, J Fan, X Ni, S Qin, W Li, F Gao - Pattern Recognition, 2025 - Elsevier",2025,"Robotic manipulation has recently benefited from advances in Vision-Language-Action (VLA) models. However, most existing models rely primarily on text-based instructions …",3,"https://scholar.google.com/scholar?cites=17655204362244936247&as_sdt=2005&sciodt=0,5&hl=ko",3,"https://scholar.google.com/scholar?cluster=17655204362244936247&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:N1KJgNPiA_UJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
210,GNjrlLlCfwAJ,BeSafe-Bench: Unveiling Behavioral Safety Risks of Situated Agents in Functional Environments,https://arxiv.org/abs/2603.25747,https://arxiv.org/pdf/2603.25747,"Y Li, Y Lin, P Wang, S Liu, X Wei - arXiv preprint arXiv:2603.25747, 2026 - arxiv.org",2026,"The rapid evolution of Large Multimodal Models (LMMs) has enabled agents to perform complex digital and physical tasks, yet their deployment as autonomous decision-makers …",1,"https://scholar.google.com/scholar?cites=35820686877120536&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=35820686877120536&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:GNjrlLlCfwAJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",200,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=200
211,P2LWodfx-n8J,SaiVLA-0: Cerebrum--Pons--Cerebellum Tripartite Architecture for Compute-Aware Vision-Language-Action,https://arxiv.org/abs/2603.08124,https://arxiv.org/pdf/2603.08124,"X Shi, W Huang, M Zou, X Sun - arXiv preprint arXiv:2603.08124, 2026 - arxiv.org",2026,"We revisit Vision-Language-Action through a neuroscience-inspired triad. Biologically, the Cerebrum provides stable high-level multimodal priors and remains frozen; the Pons …",1,"https://scholar.google.com/scholar?cites=9221949095429956159&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9221949095429956159&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:P2LWodfx-n8J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
212,6JIM3KJAIIcJ,MergeVLA: Cross-Skill Model Merging Toward a Generalist Vision-Language-Action Agent,https://arxiv.org/abs/2511.18810,https://arxiv.org/pdf/2511.18810,"Y Fu, Z Zhang, Y Zhang, Z Wang, Z Huang… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,Recent Vision-Language-Action (VLA) models reformulate vision-language models by tuning them with millions of robotic demonstrations. While they perform well when fine-tuned …,9,"https://scholar.google.com/scholar?cites=9736853462595703528&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=9736853462595703528&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:6JIM3KJAIIcJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
213,irZCrRUfGxgJ,Towards Efficient and Robust Manipulation via Multi-Frame Vision-Language-Action Modeling,https://ojs.aaai.org/index.php/AAAI/article/view/38903,https://ojs.aaai.org/index.php/AAAI/article/download/38903/42865,"H Li, S Yang, Y Chen, X Chen, X Yang, Y Tian… - Proceedings of the …, 2026 - ojs.aaai.org",2026,"Recent vision-language-action (VLA) models built on pretrained vision-language models (VLMs) have demonstrated strong performance in robotic manipulation. However, these …",,,,,"https://scholar.google.com/scholar?q=related:irZCrRUfGxgJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
214,tKBHUNFACooJ,Generative Control as Optimization: Time Unconditional Flow Matching for Adaptive and Robust Robotic Control,https://arxiv.org/abs/2603.17834,https://arxiv.org/pdf/2603.17834,"Z Zhang, R Huang, Y Liu, S Zhu, L Mou… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Diffusion models and flow matching have become a cornerstone of robotic imitation learning, yet they suffer from a structural inefficiency where inference is often bound to a …",,,4,"https://scholar.google.com/scholar?cluster=9946833994740375732&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:tKBHUNFACooJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
215,8o8DxM8CKKQJ,Any3D-VLA: Enhancing VLA Robustness via Diverse Point Clouds,https://arxiv.org/abs/2602.00807,https://arxiv.org/pdf/2602.00807,"X Fan, S Deng, X Wu, Y Lu, Z Li, M Yan… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Existing Vision-Language-Action (VLA) models typically take 2D images as visual input, which limits their spatial understanding in complex scenes. How can we incorporate 3D …",2,"https://scholar.google.com/scholar?cites=11828707512658661362&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:8o8DxM8CKKQJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
216,Gmrv9Jnhp-UJ,VLANeXt: Recipes for Building Strong VLA Models,https://arxiv.org/abs/2602.18532,https://arxiv.org/pdf/2602.18532,"XM Wu, B Fan, K Liao, JJ Jiang, R Yang, Y Luo… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Following the rise of large foundation models, Vision-Language-Action models (VLAs) emerged, leveraging strong visual and language understanding for general-purpose policy …",,,2,"https://scholar.google.com/scholar?cluster=16548443407151753754&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:Gmrv9Jnhp-UJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
217,u393d-Uw8L4J,Posterior Behavioral Cloning: Pretraining BC Policies for Efficient RL Finetuning,https://arxiv.org/abs/2512.16911,https://arxiv.org/pdf/2512.16911,"A Wagenmaker, P Dong, R Tsao, C Finn… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Standard practice across domains from robotics to language is to first pretrain a policy on a large-scale demonstration dataset, and then finetune this policy, typically with reinforcement …",5,"https://scholar.google.com/scholar?cites=13758550623726829499&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=13758550623726829499&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:u393d-Uw8L4J:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
218,D2-bxSPoECEJ,MolmoAct2: Action Reasoning Models for Real-world Deployment,https://arxiv.org/abs/2605.02881,https://arxiv.org/pdf/2605.02881,"H Fang, J Duan, D Clay, S Wang, S Liu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models aim to provide a single generalist controller for robots, but today's systems fall short on the criteria that matter for real-world deployment …",,,,,"https://scholar.google.com/scholar?q=related:D2-bxSPoECEJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
219,fcHF2Iq7f2sJ,StarVLA-: Reducing Complexity in Vision-Language-Action Systems,https://arxiv.org/abs/2604.11757,https://arxiv.org/pdf/2604.11757,"J Ye, N Gao, S Yang, J Zheng, Z Wang, Y Chen… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have recently emerged as a promising paradigm for building general-purpose robotic agents. However, the VLA landscape remains highly …",,,2,"https://scholar.google.com/scholar?cluster=7746116089117262205&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:fcHF2Iq7f2sJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
220,j1ZNJpBC3DwJ,CronusVLA: Towards Efficient and Robust Manipulation via Multi-Frame Vision-Language-Action Modeling,https://arxiv.org/abs/2506.19816,https://arxiv.org/pdf/2506.19816,"H Li, S Yang, Y Chen, X Chen, X Yang, Y Tian… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"Recent vision-language-action (VLA) models built on pretrained vision-language models (VLMs) have demonstrated strong performance in robotic manipulation. However, these …",5,"https://scholar.google.com/scholar?cites=4385453324037346959&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:j1ZNJpBC3DwJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",210,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=210
221,h76C0Q34BQYJ,Audio-VLA: Adding Contact Audio Perception to Vision-Language-Action Model for Robotic Manipulation,https://arxiv.org/abs/2511.09958,https://arxiv.org/pdf/2511.09958,"X Wei, H Zhang, X Cao, S Xie, W Ge, Y Li… - arXiv preprint arXiv …, 2025 - arxiv.org",2025,"The Vision-Language-Action models (VLA) have achieved significant advances in robotic manipulation recently. However, vision-only VLA models create fundamental limitations …",4,"https://scholar.google.com/scholar?cites=434025677344390791&as_sdt=2005&sciodt=0,5&hl=ko",2,"https://scholar.google.com/scholar?cluster=434025677344390791&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:h76C0Q34BQYJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
222,YqpWV9AB1joJ,Inject Once Survive Later: Backdooring Vision-Language-Action Models to Persist Through Downstream Fine-tuning,https://arxiv.org/abs/2602.00500,https://arxiv.org/pdf/2602.00500,"J Zhou, Y Wei, R Zhen, B Zhao, X Xia, R Shao… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have become foundational to modern embodied AI systems. By integrating visual perception, language understanding, and action planning …",2,"https://scholar.google.com/scholar?cites=4239578093546023522&as_sdt=2005&sciodt=0,5&hl=ko",,,"https://scholar.google.com/scholar?q=related:YqpWV9AB1joJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
223,AMTdeXFEyfMJ,Look Before Acting: Enhancing Vision Foundation Representations for Vision-Language-Action Models,https://arxiv.org/abs/2603.15618,https://arxiv.org/pdf/2603.15618,"Y Luo, H Chen, Z Wu, B Sui, J Liu, C Gu, Z Liu… - arXiv preprint arXiv …, 2026 - arxiv.org",2026,"Vision-Language-Action (VLA) models have recently emerged as a promising paradigm for robotic manipulation, in which reliable action prediction critically depends on accurately …",,,2,"https://scholar.google.com/scholar?cluster=17566647075701900288&hl=ko&as_sdt=2005&sciodt=0,5","https://scholar.google.com/scholar?q=related:AMTdeXFEyfMJ:scholar.google.com/&scioq=&hl=ko&as_sdt=2005&sciodt=0,5",220,https://scholar.google.com/scholar?cites=14511679643312711139&as_sdt=2005&sciodt=0%2C5&hl=ko&start=220
